timestamp,Channel 1,Channel 2,Channel 3,Channel 4
1700388452.6119266,-28.3203125,-0.9765625,-33.203125,-41.50390625
1700388452.6142447,-29.78515625,16.11328125,-34.1796875,-45.8984375
1700388452.6165628,-39.0625,3.90625,-29.296875,-23.4375
1700388452.618881,-49.31640625,-22.4609375,-32.2265625,-17.578125
1700388452.6211991,-42.48046875,-26.3671875,-34.66796875,-43.45703125
1700388452.6235175,-35.15625,-19.53125,-31.25,-35.15625
1700388452.6258357,-49.31640625,-24.4140625,-24.4140625,-18.5546875
1700388452.6281538,-48.828125,-34.1796875,-20.01953125,0.9765625
1700388452.630472,-20.5078125,-33.69140625,-20.5078125,-12.6953125
1700388452.63279,-8.7890625,-32.71484375,-23.4375,-27.83203125
1700388452.6351082,-10.7421875,-31.73828125,-25.87890625,-14.6484375
1700388452.6374264,-21.484375,-59.08203125,-18.06640625,5.37109375
1700388452.6411896,-17.578125,-66.89453125,-12.6953125,15.13671875
1700388452.6449528,1.46484375,-7.32421875,-20.01953125,-10.7421875
1700388452.648716,-3.90625,-4.8828125,-17.08984375,-3.90625
1700388452.652479,-15.13671875,-19.53125,-12.6953125,30.76171875
1700388452.6562421,-2.9296875,-19.04296875,-10.25390625,35.64453125
1700388452.6600053,16.11328125,-23.92578125,-6.34765625,12.20703125
1700388452.6637685,17.578125,-22.94921875,-0.9765625,14.16015625
1700388452.6675317,5.37109375,-49.31640625,4.8828125,37.59765625
1700388452.6712947,-0.9765625,-42.48046875,4.39453125,47.36328125
1700388452.675058,20.5078125,-19.04296875,0.48828125,21.484375
1700388452.678821,25.87890625,-48.33984375,-0.9765625,23.4375
1700388452.6825843,-2.9296875,-60.05859375,1.953125,41.9921875
1700388452.6863697,-16.11328125,-46.875,3.90625,56.15234375
1700388452.690155,7.32421875,-46.875,-2.44140625,43.9453125
1700388452.6939404,29.296875,-55.17578125,-6.8359375,41.015625
1700388452.6977258,16.6015625,-47.36328125,-1.953125,59.08203125
1700388452.7015111,5.37109375,-34.1796875,0.9765625,78.125
1700388452.7052965,21.97265625,-42.96875,1.46484375,81.54296875
1700388452.7090816,39.55078125,-54.19921875,-0.48828125,61.5234375
1700388452.712867,29.78515625,-43.9453125,1.46484375,61.03515625
1700388452.7166524,10.7421875,1.46484375,2.9296875,71.77734375
1700388452.7204378,13.18359375,0.9765625,7.8125,81.54296875
1700388452.7242231,30.2734375,-9.27734375,14.6484375,53.22265625
1700388452.7280085,32.71484375,8.7890625,11.23046875,40.52734375
1700388452.7328064,20.01953125,3.90625,7.8125,48.828125
1700388452.7376046,10.25390625,-13.18359375,7.8125,62.98828125
1700388452.7424026,15.625,-30.76171875,3.41796875,53.22265625
1700388452.7472005,18.5546875,-16.11328125,-3.41796875,26.3671875
