timestamp,Channel 1,Channel 2,Channel 3,Channel 4
1700388364.1398928,24.4140625,2.9296875,-15.13671875,111.328125
1700388364.1437614,16.11328125,24.90234375,-15.625,7.32421875
1700388364.1476297,20.01953125,20.99609375,-18.06640625,-31.25
1700388364.151498,20.5078125,11.71875,-18.5546875,46.875
1700388364.1553667,15.625,6.34765625,-16.11328125,90.8203125
1700388364.159235,11.23046875,7.8125,-8.7890625,28.80859375
1700388364.1631033,16.6015625,22.94921875,-4.8828125,-12.6953125
1700388364.166972,26.85546875,-8.7890625,-4.39453125,35.15625
1700388364.1708403,29.296875,0.0,-2.44140625,107.91015625
1700388364.1747086,24.4140625,54.19921875,-0.48828125,53.7109375
1700388364.1785772,24.90234375,28.80859375,-1.46484375,-26.85546875
1700388364.1824455,24.90234375,11.23046875,-8.7890625,-10.25390625
1700388364.1862574,26.85546875,17.08984375,-9.765625,66.89453125
1700388364.1900694,27.83203125,23.4375,-8.7890625,69.3359375
1700388364.1938813,27.83203125,14.16015625,-9.765625,-19.53125
1700388364.1976933,30.2734375,5.859375,-10.25390625,-34.1796875
1700388364.2015052,28.3203125,18.06640625,-10.7421875,39.0625
1700388364.205317,12.20703125,3.41796875,-11.23046875,65.4296875
1700388364.209129,6.34765625,-11.71875,-14.6484375,-13.18359375
1700388364.212941,10.7421875,-12.6953125,-16.11328125,-29.296875
1700388364.216753,3.90625,6.8359375,-14.6484375,29.296875
1700388364.2205648,-1.46484375,8.30078125,-14.16015625,66.40625
1700388364.224377,-5.859375,-27.83203125,-20.01953125,18.5546875
1700388364.2281888,-5.37109375,-27.34375,-19.04296875,-31.73828125
1700388364.231904,-7.32421875,6.34765625,-21.97265625,-2.9296875
1700388364.2356195,-14.6484375,-11.23046875,-32.2265625,64.94140625
1700388364.2393348,-21.484375,-40.52734375,-36.1328125,43.9453125
1700388364.2430503,-30.2734375,-20.99609375,-34.66796875,-42.96875
1700388364.2467656,-30.76171875,-8.30078125,-31.25,-27.83203125
1700388364.2504811,-20.5078125,-27.83203125,-27.34375,60.546875
1700388364.2541964,-20.5078125,-45.41015625,-27.34375,59.5703125
1700388364.2579117,-35.15625,-22.94921875,-37.109375,-40.0390625
1700388364.2616272,-39.0625,26.85546875,-43.9453125,-72.75390625
1700388364.2653425,-33.203125,-7.32421875,-46.875,3.41796875
1700388364.269058,-33.69140625,-25.87890625,-49.8046875,46.875
1700388364.2727733,-33.69140625,-8.7890625,-47.8515625,-23.92578125
1700388364.2776723,-32.71484375,-11.71875,-46.875,-72.75390625
1700388364.2825713,-33.69140625,-23.4375,-45.8984375,-20.99609375
1700388364.28747,-34.66796875,-29.296875,-44.43359375,43.9453125
1700388364.2923691,-39.0625,-19.53125,-47.36328125,-17.578125
1700388364.2972682,-31.25,-29.296875,-47.36328125,-93.26171875
1700388364.302167,-25.87890625,-62.98828125,-45.8984375,-45.8984375
1700388364.307066,-31.73828125,-68.359375,-41.50390625,41.9921875
1700388364.311965,-45.8984375,-26.85546875,-45.8984375,5.37109375
1700388364.316864,-43.9453125,-21.97265625,-47.36328125,-72.75390625
1700388364.321763,-32.71484375,-46.875,-39.55078125,-47.8515625
1700388364.3266618,-40.0390625,-51.7578125,-42.48046875,20.5078125
1700388364.3315609,-36.62109375,-51.26953125,-42.48046875,24.90234375
1700388364.335253,-32.2265625,-60.546875,-40.52734375,-49.8046875
1700388364.3389454,-32.71484375,-75.68359375,-42.96875,-47.8515625
1700388364.3426375,-26.85546875,-55.17578125,-34.66796875,27.83203125
1700388364.34633,-22.94921875,-36.1328125,-32.2265625,54.6875
1700388364.350022,-21.484375,-59.5703125,-36.1328125,-13.18359375
1700388364.3537145,-25.390625,-70.80078125,-39.0625,-50.29296875
1700388364.3574066,-31.73828125,-49.8046875,-40.0390625,-1.953125
1700388364.3610988,-39.55078125,-33.203125,-40.0390625,53.7109375
1700388364.3647912,-38.0859375,-47.8515625,-42.48046875,-5.859375
1700388364.3684833,-27.34375,-66.89453125,-42.96875,-74.21875
1700388364.3721757,-29.296875,-37.59765625,-44.43359375,-48.828125
1700388364.3758678,-30.2734375,-13.18359375,-42.96875,10.7421875
1700388364.3808725,-24.4140625,-34.66796875,-38.57421875,3.90625
1700388364.385877,-16.11328125,-41.50390625,-42.48046875,-69.3359375
1700388364.3908815,-5.37109375,-35.64453125,-43.45703125,-69.3359375
1700388364.395886,-0.9765625,-26.3671875,-41.015625,8.30078125
1700388364.4008906,-4.8828125,-34.1796875,-41.9921875,34.1796875
1700388364.4058952,-12.20703125,-63.4765625,-43.45703125,-49.8046875
1700388364.4108996,-12.6953125,-23.92578125,-40.0390625,-95.21484375
1700388364.4159043,-8.7890625,0.9765625,-35.15625,-40.0390625
1700388364.4209087,-10.7421875,-40.52734375,-31.73828125,18.5546875
1700388364.4259133,-13.18359375,-51.26953125,-33.69140625,-39.55078125
1700388364.4309177,-17.578125,-18.06640625,-35.15625,-100.5859375
1700388364.4359224,-20.99609375,-27.34375,-33.69140625,-54.19921875
1700388364.4399056,-17.578125,-45.8984375,-32.71484375,20.01953125
1700388364.4438887,-25.87890625,-47.8515625,-40.0390625,-25.87890625
1700388364.447872,-33.69140625,-47.8515625,-45.8984375,-103.515625
1700388364.451855,-41.015625,-52.734375,-44.43359375,-79.1015625
1700388364.4558382,-35.15625,-64.94140625,-41.9921875,6.34765625
1700388364.4598212,-18.06640625,-58.10546875,-42.96875,7.8125
1700388364.4638045,-28.3203125,-39.55078125,-50.78125,-92.7734375
1700388364.4677877,-40.52734375,-31.25,-56.640625,-106.4453125
1700388364.4717708,-30.76171875,-60.546875,-55.6640625,-17.578125
1700388364.475754,-28.3203125,-49.8046875,-45.8984375,17.08984375
1700388364.479737,-33.203125,-14.16015625,-43.45703125,-67.87109375
1700388364.4837203,-23.92578125,-42.48046875,-44.43359375,-89.84375
1700388364.4859993,-19.53125,-66.89453125,-41.50390625,-19.53125
1700388364.4882784,-24.4140625,-46.875,-47.36328125,21.484375
1700388364.4905572,-28.3203125,-30.76171875,-50.78125,-42.96875
1700388364.4928362,-26.85546875,-46.38671875,-54.19921875,-95.703125
1700388364.4951153,-27.34375,-62.01171875,-60.546875,-51.26953125
1700388364.4973943,-22.4609375,-53.7109375,-63.96484375,23.4375
1700388364.4996734,-23.92578125,-40.52734375,-75.1953125,-15.13671875
1700388364.5019524,-25.390625,-55.17578125,-80.078125,-95.21484375
1700388364.5042315,-21.97265625,-49.8046875,-74.21875,-80.078125
1700388364.5065103,-26.3671875,-28.80859375,-72.75390625,-8.7890625
1700388364.5087893,-24.90234375,-23.4375,-73.2421875,2.9296875
1700388364.5110683,-15.625,-58.59375,-78.61328125,-72.265625
1700388364.516104,-11.23046875,-74.21875,-80.078125,-81.0546875
1700388364.5211396,-21.484375,-17.08984375,-79.1015625,-17.08984375
1700388364.5261753,-19.53125,-28.80859375,-76.171875,16.11328125
1700388364.531211,-20.99609375,-51.7578125,-72.75390625,-53.7109375
1700388364.5362465,-30.2734375,-38.0859375,-75.1953125,-91.796875
1700388364.5412822,-30.76171875,-47.8515625,-78.61328125,-29.78515625
1700388364.5463178,-34.66796875,-57.12890625,-77.63671875,24.4140625
1700388364.5513535,-34.1796875,-78.61328125,-80.078125,-22.4609375
1700388364.556389,-32.2265625,-57.6171875,-78.125,-80.56640625
1700388364.5614247,-37.109375,-22.4609375,-74.70703125,-54.6875
1700388364.5664604,-39.55078125,-50.29296875,-76.66015625,18.06640625
1700388364.571496,-43.45703125,-55.6640625,-76.66015625,-6.34765625
1700388364.5739915,-54.19921875,-37.59765625,-69.82421875,-95.21484375
1700388364.576487,-53.7109375,-34.66796875,-54.6875,-91.30859375
1700388364.5789826,-45.8984375,-55.17578125,-45.8984375,-7.32421875
1700388364.581478,-52.24609375,-57.6171875,-42.48046875,10.7421875
1700388364.5839736,-50.29296875,-46.875,-37.109375,-75.1953125
1700388364.5864692,-35.64453125,-60.05859375,-39.0625,-85.9375
1700388364.5889645,-36.62109375,-75.1953125,-42.96875,-5.859375
1700388364.59146,-45.41015625,-66.89453125,-47.36328125,28.80859375
1700388364.5939555,-48.33984375,-31.25,-49.31640625,-43.45703125
1700388364.596451,-49.8046875,-23.92578125,-46.875,-89.35546875
1700388364.5989466,-47.36328125,-62.98828125,-47.36328125,-36.1328125
1700388364.601442,-44.921875,-78.125,-49.31640625,34.1796875
1700388364.6063547,-51.26953125,-26.3671875,-50.78125,-28.80859375
1700388364.6112676,-40.52734375,-21.484375,-50.29296875,-105.46875
1700388364.6161802,-32.71484375,-70.3125,-56.640625,-63.4765625
1700388364.6210928,-36.62109375,-59.5703125,-59.5703125,22.4609375
1700388364.6260054,-41.50390625,-36.1328125,-56.640625,10.7421875
1700388364.630918,-41.50390625,-51.7578125,-53.22265625,-67.87109375
1700388364.6358309,-31.25,-78.61328125,-51.7578125,-61.03515625
1700388364.6407435,-33.69140625,-66.40625,-49.31640625,8.30078125
1700388364.645656,-55.6640625,-24.90234375,-46.38671875,18.5546875
1700388364.650569,-58.59375,-46.875,-52.24609375,-59.08203125
1700388364.6554816,-57.12890625,-52.734375,-58.59375,-84.47265625
1700388364.6603942,-53.7109375,-40.52734375,-52.24609375,-20.5078125
1700388364.6631322,-45.41015625,-44.43359375,-48.33984375,29.296875
1700388364.6658702,-41.50390625,-59.08203125,-50.29296875,-20.99609375
1700388364.6686082,-37.109375,-57.6171875,-48.33984375,-71.2890625
1700388364.6713462,-37.59765625,-27.83203125,-46.38671875,-34.66796875
1700388364.6740842,-38.0859375,-35.64453125,-47.36328125,23.92578125
1700388364.6768222,-38.57421875,-65.4296875,-48.33984375,-14.6484375
1700388364.6795604,-41.9921875,-70.80078125,-50.78125,-77.63671875
1700388364.6822984,-41.015625,-25.87890625,-51.26953125,-68.84765625
1700388364.6850364,-42.96875,-25.87890625,-52.734375,-4.8828125
1700388364.6877744,-38.57421875,-68.84765625,-51.7578125,4.8828125
1700388364.6905124,-35.64453125,-58.59375,-46.875,-66.40625
1700388364.6932504,-35.15625,-22.4609375,-48.33984375,-82.03125
